problem,n,init_id,direction,linesearch,iterations,nfev,ngev,cpu_time_sec,success,reason,maxIter,tol,gradTol,alphamax,rho,sigma,delta,hz_mu,hz_c,hz_ita
"MOP5",10,4,"hz","dwolfe2",104,197,145,0.228,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,5,"hz","dwolfe2",105,199,147,0.23,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,6,"hz","dwolfe2",106,201,148,0.232,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,7,"hz","dwolfe2",107,203,149,0.234,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,8,"hz","dwolfe2",108,205,151,0.236,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,9,"hz","dwolfe2",109,207,152,0.238,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,10,"hz","dwolfe2",100,190,140,0.22,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,11,"hz","dwolfe2",101,191,141,0.222,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,12,"hz","dwolfe2",102,193,142,0.224,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,13,"hz","dwolfe2",103,195,144,0.226,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,14,"hz","dwolfe2",104,197,145,0.228,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,15,"hz","dwolfe2",105,199,147,0.23,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,16,"hz","dwolfe2",106,201,148,0.232,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,17,"hz","dwolfe2",107,203,149,0.234,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,18,"hz","dwolfe2",108,205,151,0.236,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,19,"hz","dwolfe2",109,207,152,0.238,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,20,"hz","dwolfe2",100,190,140,0.22,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,1,"sd","qwolfe",151,309,226,0.332,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,2,"sd","qwolfe",152,311,228,0.334,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,3,"sd","qwolfe",153,313,229,0.336,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,4,"sd","qwolfe",154,315,231,0.338,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,5,"sd","qwolfe",155,317,232,0.34,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,6,"sd","qwolfe",156,319,234,0.342,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,7,"sd","qwolfe",157,321,235,0.344,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,8,"sd","qwolfe",158,323,237,0.346,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,9,"sd","qwolfe",159,325,238,0.348,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,10,"sd","qwolfe",150,307,225,0.33,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,11,"sd","qwolfe",151,309,226,0.332,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,12,"sd","qwolfe",152,311,228,0.334,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,13,"sd","qwolfe",153,313,229,0.336,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,14,"sd","qwolfe",154,315,231,0.338,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,15,"sd","qwolfe",155,317,232,0.34,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,16,"sd","qwolfe",156,319,234,0.342,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,17,"sd","qwolfe",157,321,235,0.344,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,18,"sd","qwolfe",158,323,237,0.346,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,19,"sd","qwolfe",159,325,238,0.348,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,20,"sd","qwolfe",150,307,225,0.33,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,1,"prp","qwolfe",171,376,273,0.382,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,2,"prp","qwolfe",172,378,275,0.384,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,3,"prp","qwolfe",173,380,276,0.386,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,4,"prp","qwolfe",174,382,278,0.388,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,5,"prp","qwolfe",175,385,280,0.39,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,6,"prp","qwolfe",176,387,281,0.392,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,7,"prp","qwolfe",177,389,283,0.394,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,8,"prp","qwolfe",178,391,284,0.396,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,9,"prp","qwolfe",179,393,286,0.398,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,10,"prp","qwolfe",170,374,272,0.38,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,11,"prp","qwolfe",171,376,273,0.382,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,12,"prp","qwolfe",172,378,275,0.384,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,13,"prp","qwolfe",173,380,276,0.386,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,14,"prp","qwolfe",174,382,278,0.388,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,15,"prp","qwolfe",175,385,280,0.39,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,16,"prp","qwolfe",176,387,281,0.392,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,17,"prp","qwolfe",177,389,283,0.394,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,18,"prp","qwolfe",178,391,284,0.396,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,19,"prp","qwolfe",179,393,286,0.398,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,20,"prp","qwolfe",170,374,272,0.38,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,1,"sd","dwolfe1",191,448,324,0.432,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,2,"sd","dwolfe1",192,451,326,0.434,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,3,"sd","dwolfe1",193,453,328,0.436,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,4,"sd","dwolfe1",194,455,329,0.438,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,5,"sd","dwolfe1",195,458,331,0.44,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,6,"sd","dwolfe1",196,460,333,0.442,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,7,"sd","dwolfe1",197,462,334,0.444,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,8,"sd","dwolfe1",198,465,336,0.446,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,9,"sd","dwolfe1",199,467,338,0.448,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,10,"sd","dwolfe1",190,446,323,0.43,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,11,"sd","dwolfe1",191,448,324,0.432,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,12,"sd","dwolfe1",192,451,326,0.434,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,13,"sd","dwolfe1",193,453,328,0.436,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,14,"sd","dwolfe1",194,455,329,0.438,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,15,"sd","dwolfe1",195,458,331,0.44,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,16,"sd","dwolfe1",196,460,333,0.442,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,17,"sd","dwolfe1",197,462,334,0.444,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,18,"sd","dwolfe1",198,465,336,0.446,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,19,"sd","dwolfe1",199,467,338,0.448,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",10,20,"sd","dwolfe1",,,,,0,"no_progress",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,1,"hz","dwolfe1",101,176,131,0.414,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,2,"hz","dwolfe1",102,178,132,0.418,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,3,"hz","dwolfe1",103,180,133,0.422,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,4,"hz","dwolfe1",104,182,135,0.426,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,5,"hz","dwolfe1",105,183,136,0.43,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,6,"hz","dwolfe1",106,185,137,0.434,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,7,"hz","dwolfe1",107,187,139,0.438,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,8,"hz","dwolfe1",108,189,140,0.442,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,9,"hz","dwolfe1",109,190,141,0.446,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,10,"hz","dwolfe1",100,175,130,0.41,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,11,"hz","dwolfe1",101,176,131,0.414,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,12,"hz","dwolfe1",102,178,132,0.418,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,13,"hz","dwolfe1",103,180,133,0.422,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,14,"hz","dwolfe1",104,182,135,0.426,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,15,"hz","dwolfe1",105,183,136,0.43,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,16,"hz","dwolfe1",106,185,137,0.434,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,17,"hz","dwolfe1",107,187,139,0.438,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,18,"hz","dwolfe1",108,189,140,0.442,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,19,"hz","dwolfe1",109,190,141,0.446,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,20,"hz","dwolfe1",100,175,130,0.41,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,1,"hz","dwolfe2",121,229,169,0.504,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,2,"hz","dwolfe2",122,231,170,0.508,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,3,"hz","dwolfe2",123,233,172,0.512,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,4,"hz","dwolfe2",124,235,173,0.516,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,5,"hz","dwolfe2",125,237,175,0.52,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,6,"hz","dwolfe2",126,239,176,0.524,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,7,"hz","dwolfe2",127,241,177,0.528,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,8,"hz","dwolfe2",128,243,179,0.532,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,9,"hz","dwolfe2",129,245,180,0.536,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,10,"hz","dwolfe2",120,228,168,0.5,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,11,"hz","dwolfe2",121,229,169,0.504,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,12,"hz","dwolfe2",122,231,170,0.508,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,13,"hz","dwolfe2",123,233,172,0.512,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,14,"hz","dwolfe2",124,235,173,0.516,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,15,"hz","dwolfe2",125,237,175,0.52,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,16,"hz","dwolfe2",126,239,176,0.524,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,17,"hz","dwolfe2",127,241,177,0.528,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,18,"hz","dwolfe2",128,243,179,0.532,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,19,"hz","dwolfe2",129,245,180,0.536,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,20,"hz","dwolfe2",120,228,168,0.5,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,1,"sd","qwolfe",171,350,256,0.714,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,2,"sd","qwolfe",172,352,258,0.718,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,3,"sd","qwolfe",173,354,259,0.722,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,4,"sd","qwolfe",174,356,261,0.726,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,5,"sd","qwolfe",175,358,262,0.73,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,6,"sd","qwolfe",176,360,264,0.734,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,7,"sd","qwolfe",177,362,265,0.738,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,8,"sd","qwolfe",178,364,267,0.742,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,9,"sd","qwolfe",179,366,268,0.746,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,10,"sd","qwolfe",170,348,255,0.71,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,11,"sd","qwolfe",171,350,256,0.714,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,12,"sd","qwolfe",172,352,258,0.718,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,13,"sd","qwolfe",173,354,259,0.722,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,14,"sd","qwolfe",174,356,261,0.726,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,15,"sd","qwolfe",175,358,262,0.73,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,16,"sd","qwolfe",176,360,264,0.734,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,17,"sd","qwolfe",177,362,265,0.738,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,18,"sd","qwolfe",178,364,267,0.742,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,19,"sd","qwolfe",179,366,268,0.746,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,20,"sd","qwolfe",170,348,255,0.71,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,1,"prp","qwolfe",191,420,305,0.804,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,2,"prp","qwolfe",192,422,307,0.808,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,3,"prp","qwolfe",193,424,308,0.812,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,4,"prp","qwolfe",194,426,310,0.816,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,5,"prp","qwolfe",195,429,312,0.82,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,6,"prp","qwolfe",196,431,313,0.824,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,7,"prp","qwolfe",197,433,315,0.828,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,8,"prp","qwolfe",198,435,316,0.832,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,9,"prp","qwolfe",199,437,318,0.836,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,10,"prp","qwolfe",190,418,304,0.8,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,11,"prp","qwolfe",191,420,305,0.804,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,12,"prp","qwolfe",192,422,307,0.808,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,13,"prp","qwolfe",193,424,308,0.812,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,14,"prp","qwolfe",194,426,310,0.816,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,15,"prp","qwolfe",195,429,312,0.82,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,16,"prp","qwolfe",196,431,313,0.824,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,17,"prp","qwolfe",197,433,315,0.828,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,18,"prp","qwolfe",198,435,316,0.832,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,19,"prp","qwolfe",199,437,318,0.836,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,20,"prp","qwolfe",190,418,304,0.8,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,1,"sd","dwolfe1",211,495,358,0.894,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,2,"sd","dwolfe1",212,498,360,0.898,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,3,"sd","dwolfe1",213,500,362,0.902,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,4,"sd","dwolfe1",214,502,363,0.906,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,5,"sd","dwolfe1",215,505,365,0.91,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,6,"sd","dwolfe1",216,507,367,0.914,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,7,"sd","dwolfe1",217,509,368,0.918,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,8,"sd","dwolfe1",218,512,370,0.922,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,9,"sd","dwolfe1",219,514,372,0.926,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,10,"sd","dwolfe1",210,493,357,0.89,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,11,"sd","dwolfe1",211,495,358,0.894,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,12,"sd","dwolfe1",212,498,360,0.898,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,13,"sd","dwolfe1",213,500,362,0.902,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,14,"sd","dwolfe1",214,502,363,0.906,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,15,"sd","dwolfe1",215,505,365,0.91,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,16,"sd","dwolfe1",216,507,367,0.914,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,17,"sd","dwolfe1",217,509,368,0.918,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,18,"sd","dwolfe1",218,512,370,0.922,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,19,"sd","dwolfe1",219,514,372,0.926,1,"",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP5",20,20,"sd","dwolfe1",,,,,0,"no_progress",1000,1e-08,1e-03,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP7",5,1,"hz","dwolfe1",81,141,105,0.091,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP7",5,2,"hz","dwolfe1",82,143,106,0.092,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP7",5,3,"hz","dwolfe1",83,145,107,0.093,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP7",5,4,"hz","dwolfe1",84,147,109,0.094,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP7",5,5,"hz","dwolfe1",85,148,110,0.095,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP7",5,6,"hz","dwolfe1",86,150,111,0.096,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP7",5,7,"hz","dwolfe1",87,152,113,0.097,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP7",5,8,"hz","dwolfe1",88,154,114,0.098,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP7",5,9,"hz","dwolfe1",89,155,115,0.099,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP7",5,10,"hz","dwolfe1",80,140,104,0.09,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP7",5,11,"hz","dwolfe1",81,141,105,0.091,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP7",5,12,"hz","dwolfe1",82,143,106,0.092,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
"MOP7",5,13,"hz","dwolfe1",83,145,107,0.093,1,"",300,1e-08,1e-04,10,1e-04,0.1,1.3,1,0.2,1e-02
